title,score,date,airline,source
"""Most unfriendly aircrew""",0.5,2022-04-01,LUFTHANSA,SKYTRAX
"""they lose my luggage""",0.5,2022-09-01,LUFTHANSA,SKYTRAX
"""Horrible transit organization""",0.5,2022-09-01,LUFTHANSA,SKYTRAX
"""We cannot recommend Lufthansa""",0.5,2022-09-01,LUFTHANSA,SKYTRAX
"""appear to hate their job""",1,2022-09-01,LUFTHANSA,SKYTRAX
"""resulted in missing the connecting flight""",0.5,2022-09-01,LUFTHANSA,SKYTRAX
"""lots of room for improvement""",1.5,2022-09-01,LUFTHANSA,SKYTRAX
"""changed our seats without telling us""",0.5,2022-09-01,LUFTHANSA,SKYTRAX
"""kind and professional service""",4.5,2022-09-01,LUFTHANSA,SKYTRAX
"""not fly Lufthansa for a transatlantic flight again""",3.5,2022-09-01,LUFTHANSA,SKYTRAX
"""don’t trust Lufthansa costumer service""",0.5,2022-09-01,LUFTHANSA,SKYTRAX
"""I would fly Lufthansa again""",2,2022-08-01,LUFTHANSA,SKYTRAX
"""same old horrible food""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""it’s vegetarian or do without""",1.5,2022-09-01,LUFTHANSA,SKYTRAX
"""rude and disrespectful""",1.5,2022-09-01,LUFTHANSA,SKYTRAX
"""the worst international airline""",0.5,2022-09-01,LUFTHANSA,SKYTRAX
"""My luggage never arrived""",0.5,2022-09-01,LUFTHANSA,SKYTRAX
"""seats had minimal cushioning""",1.5,2022-09-01,LUFTHANSA,SKYTRAX
"""Service and food quality very low level""",1.5,2022-09-01,LUFTHANSA,SKYTRAX
"""do not remember it being this bad""",0.5,2022-09-01,LUFTHANSA,SKYTRAX
"""It was a great flight""",4.5,2022-09-01,LUFTHANSA,SKYTRAX
"""We all starved for 8 hours""",1.5,2022-09-01,LUFTHANSA,SKYTRAX
"""avoid using Lufthansa for my flights""",1.5,2022-09-01,LUFTHANSA,SKYTRAX
"""worst airline and service I have ever received""",0.5,2022-09-01,LUFTHANSA,SKYTRAX
"""One of my worst LH flight ever""",1,2022-09-01,LUFTHANSA,SKYTRAX
"""close to be a low cost airline""",2.5,2022-08-01,LUFTHANSA,SKYTRAX
"""This is a very poor service""",2,2022-08-01,LUFTHANSA,SKYTRAX
"""I haven't received my luggage""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""impossible to book a ticket""",0.5,2022-04-01,LUFTHANSA,SKYTRAX
"""the level of the cheap new airlines""",1,2022-08-01,LUFTHANSA,SKYTRAX
"""found out that the last flight was canceled""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""They lost 2 baggage of mine""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""disorganized and terrible experience""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""Our seats were changed at boarding""",1.5,2022-08-01,LUFTHANSA,SKYTRAX
"""Worst experience ever""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""The food is a bare minimum""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""the worst experience ever""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""entered the category of budget airlines""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""aircraft are clean but very uncomfortable""",1,2022-07-01,LUFTHANSA,SKYTRAX
"""quality of service decreased drastically""",1.5,2022-08-01,LUFTHANSA,SKYTRAX
"""drinks only handed out twice during the flight""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""they have lost our 3 suitcases""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""I had the worst experience""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""still no update on where our luggage is""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""Food and beverage was shocking""",1,2022-08-01,LUFTHANSA,SKYTRAX
"""Crew friendly but nothing special""",3,2022-08-01,LUFTHANSA,SKYTRAX
"""not consider LH a full service airline""",3.5,2022-08-01,LUFTHANSA,SKYTRAX
"""time to say goodbye to them""",1.5,2022-07-01,LUFTHANSA,SKYTRAX
"""Many thanks again to her""",4.5,2022-07-01,LUFTHANSA,SKYTRAX
"""Horrible customer service""",1,2022-08-01,LUFTHANSA,SKYTRAX
"""I received my bags after 5 days""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""no room to move your legs""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""the silence is deafening on this""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""waited for hours at the Lufthansa service""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""Price was outrageous""",2,2022-08-01,LUFTHANSA,SKYTRAX
"""really poor customer service""",1,2022-08-01,LUFTHANSA,SKYTRAX
"""This last journey was a nightmare""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""didn't know about the booking""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""Lufthansa's customer service dreadful""",1,2022-07-01,LUFTHANSA,SKYTRAX
"""bad communication and customer service""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""rather use budget airlines""",1,2022-08-01,LUFTHANSA,SKYTRAX
"""made it impossible to get a refund""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""Very bad food""",1.5,2022-06-01,LUFTHANSA,SKYTRAX
"""management style does not work""",1.5,2022-02-01,LUFTHANSA,SKYTRAX
"""will never fly Lufthansa again""",2,2022-06-01,LUFTHANSA,SKYTRAX
"""inconvenience that I experienced""",0.5,2022-08-01,LUFTHANSA,SKYTRAX
"""Horrible customer service""",1,2022-06-01,LUFTHANSA,SKYTRAX
"""The worst experience this year""",2,2022-07-01,LUFTHANSA,SKYTRAX
"""situation at Frankfurt airport was a disaster""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""only one of our four suitcases has made it home""",1.5,2022-07-01,LUFTHANSA,SKYTRAX
"""they can’t give me the refund amount""",1,2022-06-01,LUFTHANSA,SKYTRAX
"""lost twice my luggage""",1,2022-07-01,LUFTHANSA,SKYTRAX
"""Super frustrated with this airline""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""Baggage did not arrive with flight""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""stranded after midnight in horrible conditions""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""food quality was really bad""",1.5,2022-07-01,LUFTHANSA,SKYTRAX
"""doesn't care how it's customers are affected""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""I am deeply disappointed with the service""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""their service had deteriorated""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""Employees not nice""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""no answer, no explanation""",1.5,2022-06-01,LUFTHANSA,SKYTRAX
"""I haven’t received my baggage""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""truly miserable flight experience""",1,2022-07-01,LUFTHANSA,SKYTRAX
"""extremely rude customer service""",1,2022-07-01,LUFTHANSA,SKYTRAX
"""Really poor customer service""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""I will never use Lufthansa again""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""a pretty miserable experience""",2,2022-07-01,LUFTHANSA,SKYTRAX
"""high level of efficiency and slickness""",5,2022-07-01,LUFTHANSA,SKYTRAX
"""they provided excellent service""",4.5,2022-07-01,LUFTHANSA,SKYTRAX
"""professional with typical German efficiency""",4,2022-07-01,LUFTHANSA,SKYTRAX
"""a great experience""",4,2022-07-01,LUFTHANSA,SKYTRAX
"""huge all round disappointment""",1,2022-07-01,LUFTHANSA,SKYTRAX
"""never fly with Lufthansa again""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""go out of my way to not fly Lufthansa again""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""my upgrade didn't go through""",2,2022-07-01,LUFTHANSA,SKYTRAX
"""worst experience booking through Lufthansa""",1.5,2022-05-01,LUFTHANSA,SKYTRAX
"""so unhelpful and incompetent""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""never fly with Lufthansa again""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""no refund for anything we missed""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""the worst airline possible""",1,2022-07-01,LUFTHANSA,SKYTRAX
"""Catering was really bad2",1.5,2022-07-01,LUFTHANSA,SKYTRAX
"""baggage left behind in Frankfurt""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""A terrible experience""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""Business Class is declining""",1,2022-07-01,LUFTHANSA,SKYTRAX
"""I missed my Air Canada flight""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""didn't feel like a first-class experience""",3.5,2022-06-01,LUFTHANSA,SKYTRAX
"""Definitely not again""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""Terrible and stressful experience""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""learn from this bad experience""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""not contacted me or offered any form of compensation""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""no accommodation, no food, water, nothing""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""Horrible customer service""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""a very low quality flight company""",1,2022-07-01,LUFTHANSA,SKYTRAX
"""Lufthansa denied any responsibility""",0.5,2022-07-01,LUFTHANSA,SKYTRAX
"""The main negative was the food""",3.5,2022-06-01,LUFTHANSA,SKYTRAX
"""A low-cost airline is friendlier""",1,2022-06-01,LUFTHANSA,SKYTRAX
""" file a missing luggage report""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""I will not fly Lufthansa ever again""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""Staff and attendants were friendly and professional""",4.5,2022-06-01,LUFTHANSA,SKYTRAX
"""The worst meal I ever had""",1,2022-06-01,LUFTHANSA,SKYTRAX
"""Food was disgusting and pasta only""",3,2022-06-01,LUFTHANSA,SKYTRAX
"""I do not recommend this airline""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""absolutely zero contact""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""I would not wish this kind of stress on my worst enemy""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""not have anyone to assist passengers with connections""",1,2022-05-01,LUFTHANSA,SKYTRAX
"""the flight was overbooked by at least 20 people""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""canceled half of my return trip""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""one of our luggage failed to arrive""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""service level has nose dived""",1,2022-06-01,LUFTHANSA,SKYTRAX
"""I will never fly this airline again""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""my luggage still hasn't been delivered""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""even Ryanair is more spacious!""",1.5,2022-06-01,LUFTHANSA,SKYTRAX
"""service was mediocre""",1,2022-06-01,LUFTHANSA,SKYTRAX
"""they are absolutely the worst""",1,2022-06-01,LUFTHANSA,SKYTRAX
"""service from Lufthansa is below standard""",2,2022-05-01,LUFTHANSA,SKYTRAX
"""overall very impressive""",4.5,2022-06-01,LUFTHANSA,SKYTRAX
"""I can definitely recommend Lufthansa's Premium Economy""",3.5,2022-06-01,LUFTHANSA,SKYTRAX
"""transatlantic leg was extremely poor""",1,2022-06-01,LUFTHANSA,SKYTRAX
"""the client service is incredibly bad""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""staff were very rude to me""",1.5,2022-06-01,LUFTHANSA,SKYTRAX
"""value for money is simply poor""",1,2022-06-01,LUFTHANSA,SKYTRAX
"""Very poor service in air and on ground""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""Our return flight was canceled""",1,2022-06-01,LUFTHANSA,SKYTRAX
"""I've never seen such a mess""",2.5,2022-06-01,LUFTHANSA,SKYTRAX
"""Worst business class seats""",2,2022-05-01,LUFTHANSA,SKYTRAX
"""favorite airline by far""",5,2022-06-01,LUFTHANSA,SKYTRAX
"""superb flight with excellent service""",5,2022-06-01,LUFTHANSA,SKYTRAX
"""the suitcase is not found""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""cutting costs with the food and drink service""",2.5,2022-05-01,LUFTHANSA,SKYTRAX
"""the worst experience""",0.5,2022-06-01,LUFTHANSA,SKYTRAX
"""I just wanted to speak to someone with a bit more experience""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""The crew were very friendly and well organised""",3.5,2022-05-01,LUFTHANSA,SKYTRAX
"""I will try to avoid them at any cost""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""I would recommend any other airline""",1,2022-05-01,LUFTHANSA,SKYTRAX
"""service tragically deteriorated""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""stay away from this airline""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""Good luck getting a refund""",0.5,2022-02-01,LUFTHANSA,SKYTRAX
"""Arrived with luggage, but hungry""",2,2022-05-01,LUFTHANSA,SKYTRAX
"""No service at all on board""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""Cancelled flight, no assistance""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""Embarrassing level of service""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""to say I am frustrated would be an understatement""",1,2022-05-01,LUFTHANSA,SKYTRAX
"""does not provide a ticket credit""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""Customer Service is non-existent""",1.5,2022-02-01,LUFTHANSA,SKYTRAX
"""The entire experience was a nightmare""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""indifferent, and rank lazy crew""",2,2022-05-01,LUFTHANSA,SKYTRAX
"""just fly Ryanair""",1.5,2022-05-01,LUFTHANSA,SKYTRAX
"""Lufthansa version of cost cutting""",1.5,2022-05-01,LUFTHANSA,SKYTRAX
"""Never taking Lufthansa again""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""Every flight was delayed""",2.5,2022-05-01,LUFTHANSA,SKYTRAX
"""This was not a good experience""",3,2022-05-01,LUFTHANSA,SKYTRAX
"""by far exaggerated the cost cutting""",2.5,2022-05-01,LUFTHANSA,SKYTRAX
"""The food was disgusting""",1.5,2022-05-01,LUFTHANSA,SKYTRAX
"""Every advertised point was delivered""",4.5,2022-05-01,LUFTHANSA,SKYTRAX
"""stewardesses were so kind and caring""",5,2022-05-01,LUFTHANSA,SKYTRAX
"""downgrading of overall in-flight service""",1.5,2022-05-01,LUFTHANSA,SKYTRAX
"""These flights were dreadful""",2.5,2022-05-01,LUFTHANSA,SKYTRAX
"""inability to talk to someone""",1.5,2022-04-01,LUFTHANSA,SKYTRAX
"""worst flight experience ever""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""Worst experience and customer service""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""treated in such disrespectful way""",0.5,2022-05-01,LUFTHANSA,SKYTRAX
"""avoid at all cost""",0.5,2022-04-01,LUFTHANSA,SKYTRAX
"""Absolutely ridiculous""",1,2022-04-01,LUFTHANSA,SKYTRAX
"""Avoid at all costs""",0.5,2022-04-01,LUFTHANSA,SKYTRAX
"""Worst experience ever""",0.5,2022-04-01,LUFTHANSA,SKYTRAX
"""Flights overall were uneventful""",4,2022-04-01,LUFTHANSA,SKYTRAX
"""I will walk or swim before I use Lufthansa again""",0.5,2022-04-01,LUFTHANSA,SKYTRAX
"""So disappointed. Not worth it""",1.5,2022-04-01,LUFTHANSA,SKYTRAX
"""The experience was bad""",1,2022-04-01,LUFTHANSA,SKYTRAX
"""there was no food or drink available",0.5,2022-04-01,LUFTHANSA,SKYTRAX
"""carry on limit of 8kg is insane""",0.5,2022-04-01,LUFTHANSA,SKYTRAX
"""bump me from 4C to 29C""",0.5,2022-04-01,LUFTHANSA,SKYTRAX
"""good amount of money for no service""",0.5,2022-01-01,LUFTHANSA,SKYTRAX
"""Lufthansa did not live up to its reputation""",2.5,2022-04-01,LUFTHANSA,SKYTRAX
"""Crew were abrasive and disengaging""",0.5,2022-03-01,LUFTHANSA,SKYTRAX
"""Worst travel experience""",0.5,2022-04-01,LUFTHANSA,SKYTRAX
"""pre pandemic the experience was much better""",1,2022-04-01,LUFTHANSA,SKYTRAX
"""my worst flying experience""",2.5,2022-04-01,LUFTHANSA,SKYTRAX
"""A very mediocre experience""",0.5,2022-03-01,LUFTHANSA,SKYTRAX
"""staff was professionally engaging""",4,2022-04-01,LUFTHANSA,SKYTRAX
"""accused of demanding compensation""",0.5,2022-03-01,LUFTHANSA,SKYTRAX
"""No excuse to strand me in MUC""",0.5,2022-03-01,LUFTHANSA,SKYTRAX
"""rude, abrupt and condescending""",0.5,2022-03-01,LUFTHANSA,SKYTRAX
"""arrogant, condescending""",0.5,2022-03-01,LUFTHANSA,SKYTRAX
"""LH saving money everywhere""",3,2022-03-01,LUFTHANSA,SKYTRAX
"""bad customer service""",1,2022-03-01,LUFTHANSA,SKYTRAX
"""Extremely bad client service and misguidance""",0.5,2022-03-01,LUFTHANSA,SKYTRAX
"""first class is in dire need of refurbishment""",3,2022-03-01,LUFTHANSA,SKYTRAX
"""complete lack of care for your customers""",0.5,2022-02-01,LUFTHANSA,SKYTRAX
"""inflight experience was quite comfortable""",4,2022-01-01,LUFTHANSA,SKYTRAX
"""passengers were packed together in a bus""",2,2022-01-01,LUFTHANSA,SKYTRAX
"""wouldn't let me on the plane without paper PCR""",0.5,2022-02-01,LUFTHANSA,SKYTRAX
"""Lufthansa didn't take responsibility""",1,2022-02-01,LUFTHANSA,SKYTRAX
"""Lufthansa definitely has to improve its service""",1.5,2022-01-01,LUFTHANSA,SKYTRAX
"""A lot of people complaining""",1,2022-02-01,LUFTHANSA,SKYTRAX
"""That's going the extra mile""",4,2022-01-01,LUFTHANSA,SKYTRAX
"""The boarding at FRA was chaotic""",1.5,2022-01-01,LUFTHANSA,SKYTRAX
"""Business Class seats have seen better days""",2.5,2022-01-01,LUFTHANSA,SKYTRAX
"""most uncomfortable seats""",0.5,2022-01-01,LUFTHANSA,SKYTRAX
"""staff at the Seoul check-in were extremely unfriendly""",0.5,2022-01-01,LUFTHANSA,SKYTRAX
"""Customer service is null""",2,2022-01-01,LUFTHANSA,SKYTRAX
"""I will never fly Lufthansa again""",0.5,2022-01-01,LUFTHANSA,SKYTRAX
"""never fly this airline again""",0.5,2022-01-01,LUFTHANSA,SKYTRAX
"""ground service staff is really bad""",0.5,2023-12-01,RYANAIR,SKYTRAX
"""they made us pay a No show fee""",0.5,2023-11-01,RYANAIR,SKYTRAX
“Crew extremely well presented”,4,2023-12-01,RYANAIR,SKYTRAX
"""pay if you don’t check in online""",0.5,2023-12-01,RYANAIR,SKYTRAX
“At least 5 passengers denied boarding”,1.5,2023-12-01,RYANAIR,SKYTRAX
"""eight of the 10 flights had delays""",0.5,2023-12-01,RYANAIR,SKYTRAX
"""try to avoid it in the future""",0.5,2023-11-01,RYANAIR,SKYTRAX
"""offers fares at great value""",4.5,2023-11-01,RYANAIR,SKYTRAX
"""inside the freezing plane one more hour""",0.5,2023-11-01,RYANAIR,SKYTRAX
"""Play the game and you'll be fine""",4.5,2023-10-01,RYANAIR,SKYTRAX
"""flying with Ryanair is a tiring thing""",2.5,2023-10-01,RYANAIR,SKYTRAX
"""They give flights at good prices""",0.5,2023-09-01,RYANAIR,SKYTRAX
"""Well done Ryanair""",5,2023-09-01,RYANAIR,SKYTRAX
"""delayed for more than 8 hours""",5,2022-12-01,RYANAIR,SKYTRAX
“some leniency should be given”,1,2023-04-01,RYANAIR,SKYTRAX
"""very unpleasant to deal with Ryanair""",0.5,2023-09-01,RYANAIR,SKYTRAX
"""£165.00 as a penalty to get boarding passes""",1,2023-09-01,RYANAIR,SKYTRAX
"""pay a penalty fee for my identical bag""",0.5,2023-09-01,RYANAIR,SKYTRAX
“this trip was pleasantly uneventful”,3.5,2023-09-01,RYANAIR,SKYTRAX
"""let me queue up for 7 hours""",0.5,2023-08-01,RYANAIR,SKYTRAX
"""had no issues with Ryanair so far""",4,2023-09-01,RYANAIR,SKYTRAX
"""seating is appalling""",1,2023-09-01,RYANAIR,SKYTRAX
"""pay 55 Eur for each person for airport boarding""",1,2023-09-01,RYANAIR,SKYTRAX
"""The experience was awful""",0.5,2023-09-01,RYANAIR,SKYTRAX
"""this goes way beyond what is reasonable""",3.5,2023-09-01,RYANAIR,SKYTRAX
"""Ryanair is the worst possible experience""",0.5,2023-09-01,RYANAIR,SKYTRAX
"""They set more traps for you than ever""",0.5,2023-09-01,RYANAIR,SKYTRAX
"""Horrible communication""",0.5,2023-07-01,RYANAIR,SKYTRAX
"""Ryanair did the job""",2,2023-09-01,RYANAIR,SKYTRAX
"""Ryanair changes their rules as they wish""",0.5,2023-08-01,RYANAIR,SKYTRAX
Ryanair customer review,0.5,2023-08-01,RYANAIR,SKYTRAX
"""we had to pay an additional 46EUR""",0.5,2023-08-01,RYANAIR,SKYTRAX
"""charged one of us 30€ to check-in""",0.5,2023-08-01,RYANAIR,SKYTRAX
"""charged extra for a small bag""",0.5,2023-08-01,RYANAIR,SKYTRAX
"""they give such cheap tickets""",3,2023-08-01,RYANAIR,SKYTRAX
"""Good value for money""",3.5,2023-08-01,RYANAIR,SKYTRAX
"""sold the seats we paid for""",3.5,2023-07-01,RYANAIR,SKYTRAX
"""paid $300 in extra bag fees""",0.5,2023-08-01,RYANAIR,SKYTRAX
"""We will never use them again""",0.5,2023-07-01,RYANAIR,SKYTRAX
"""not pay my money back for the canceled flight""",0.5,2023-04-01,RYANAIR,SKYTRAX
"""pay another 55 euro to be checked in""",0.5,2023-08-01,RYANAIR,SKYTRAX
"""Leg room isn’t great""",2,2023-07-01,RYANAIR,SKYTRAX
"""staff at the gate refused me boarding""",0.5,2023-07-01,RYANAIR,SKYTRAX
"""inexcusably rude treatment""",0.5,2023-07-01,RYANAIR,SKYTRAX
"""selling food and lotto tickets rather than concentrating on safety""",1.5,2023-07-01,RYANAIR,SKYTRAX
"""€55 per person just to check you in""",0.5,2023-07-01,RYANAIR,SKYTRAX
"""they were all at least 1 hour late""",1,2022-10-01,RYANAIR,SKYTRAX
"""They charged me £80 for a backpack""",0.5,2023-07-01,RYANAIR,SKYTRAX
"""charge you fees for anything they can""",0.5,2023-07-01,RYANAIR,SKYTRAX
"""You get what you pay for""",4,2023-05-01,RYANAIR,SKYTRAX
"""55.00 / passenger if they fail to check-in online""",0.5,2023-07-01,RYANAIR,SKYTRAX
"""not recommended""",0.5,2023-07-01,RYANAIR,SKYTRAX
"""Thank you to the Ryanair team""",5,2023-07-01,RYANAIR,SKYTRAX
"""€124 because I didn’t check in online""",0.5,2023-06-01,RYANAIR,SKYTRAX
"""they only accepted credit cards""",0.5,2023-06-01,RYANAIR,SKYTRAX
"""as basic as cheap flying can get""",2,2023-07-01,RYANAIR,SKYTRAX
"""a flawless 4.5 hour flight""",4.5,2023-06-01,RYANAIR,SKYTRAX
"""Two on time flights""",4.5,2023-06-01,RYANAIR,SKYTRAX
"""Ryanair cancelled our flight""",0.5,2023-06-01,RYANAIR,SKYTRAX
"""flight and aircraft were excellent""",3.5,2023-06-01,RYANAIR,SKYTRAX
"""I had to pay again to even check in""",0.5,2023-05-01,RYANAIR,SKYTRAX
"""Nightmare Experience with Ryanair Crew""",0.5,2023-05-01,RYANAIR,SKYTRAX
"""Worst experience ever!""",0.5,2023-06-01,RYANAIR,SKYTRAX
"""gate information they gave to me was false""",0.5,2023-06-01,RYANAIR,SKYTRAX
"""an extremely frustrating experience""",0.5,2023-02-01,RYANAIR,SKYTRAX
"""35 euros for the small gift bag""",0.5,2023-05-01,RYANAIR,SKYTRAX
"""punctual reliable service""",3.5,2023-05-01,RYANAIR,SKYTRAX
"""insisting that we could only carry four bags""",0.5,2023-05-01,RYANAIR,SKYTRAX
"""no frills as expected""",0.5,2023-05-01,RYANAIR,SKYTRAX
"""sticks to what it is""",2.5,2023-05-01,RYANAIR,SKYTRAX
"""average no frills Ryanair flight""",4,2023-03-01,RYANAIR,SKYTRAX
"""showed no interest in helping me""",0.5,2023-05-01,RYANAIR,SKYTRAX
"""Terrible service""",0.5,2023-05-01,RYANAIR,SKYTRAX
"""changing a flight costs more than paying for a new one?""",0.5,2023-05-01,RYANAIR,SKYTRAX
"""was no reason to be rude""",0.5,2023-05-01,RYANAIR,SKYTRAX
"""delayed by nearly two hours""",2,2023-05-01,RYANAIR,SKYTRAX
